,Šifra oglasa,Objavljen ,Do poteka še,Število prikazov oglasa,Cena,Vrsta cene,Posredovanje,Lokacija,Umeščenost stanovanja,Nadstropje,Skupno število nadstropij v stavbi,Vrsta stanovanja,Bivalna površina,Neto površina,Leto izgradnje*,Opremljenost in stanje,Število parkirnih mest,Leto zadnje prenove,Energetski razred,Interna številka oglasa,Balkon / terasa / atrij,Zunanje površine in oprema,Možnost menjave
91,6609216,24.03.2021dne17:22,"
doprodaje",129-krat,"

137.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad",V večstanovanjski stavbi,2.,11,1-sobno,"36,80 m²","39,60 m²",1978,,brez pripadajočega parkirišča,,B2 (25 - 35 kWh/m2a),SP3518,,,
92,6608967,24.03.2021dne16:08,"
doprodaje",387-krat,"

97.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Tabor",V večstanovanjski stavbi,3.,4,2-sobno,"68,20 m²","54,00 m²",1982,,,2012,,GALEA 2021/415,Balkon,,
93,6608616,24.03.2021dne14:34,"
doprodaje",538-krat,"

84.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Tabor",,,,2-sobno,"56,00 m²",,1961,Delno opremljeno,,2019,C (35 - 60 kWh/m2a),8732,,,
94,6608614,24.03.2021dne14:34,"
doprodaje",292-krat,"

20.000 €
",Skupna cena,Prodam,"Podravska, Kungota, Rošpoh - Del",,,,2-sobno,"57,10 m²",,1904,,,2008,EI v izdelavi,8242,,,
95,6608516,24.03.2021dne14:10,"
25dni,1h,55min.
",225-krat,"

55.500 €
",Skupna cena,Prodam,"Osrednjeslovenska, Domžale, Domžale",,Pritličje,,Garsonjera,"21,00 m²",,1990,Potrebno obnove,,2015,,,,,
96,5461680,24.03.2021dne12:19,"
doprodaje",2241-krat,"

66.900 €
",Skupna cena,Prodam,"Osrednjeslovenska, Dobrova, Dobrova",,,,2-sobno,"44,60 m²",,1920,,,1990,EI v izdelavi,,,,
97,6607186,24.03.2021dne11:28,"
doprodaje",257-krat,"

149.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Borštnikova ul.",,3.,,4-sobno,"74,00 m²","90,60 m²",1980,Popolnoma opremljeno,,2017,,,Balkon,,
98,4774786,24.03.2021dne11:00,"
doprodaje",563-krat,"

165.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Primorsko-goranska, Mali Lošinj",V večstanovanjski stavbi,Pritličje,2,3-sobno,"65,00 m²","65,00 m²",1964,Popolnoma opremljeno,,2019,A1 (0 - 10 kWh/m2a),,"Terasa, Atrij","Vrt/dvorišče, Zimski vrt",Možna menjava za drugo nepremičnino
99,6607023,24.03.2021dne10:53,"
doprodaje",305-krat,"

71.000 €
",Skupna cena,Prodam,"Savinjska, Celje, Savinja",V večstanovanjski stavbi,Pritličje,3,Drugo,,"181,00 m²",1850,Neopremljeno,,,,,,Vrt/dvorišče,
100,2781777,24.03.2021dne10:38,"
24dni,22h,23min.
",12108-krat,"

125.000 €
",Skupna cena,Prodam,"Savinjska, Šentjur, Črnolica",V večstanovanjski stavbi,,,3-sobno,"70,00 m²",,2010,Popolnoma opremljeno,2,,,,Terasa,,
101,6603059,24.03.2021dne00:20,"
doprodaje",5435-krat,"

474.000 €
",Skupna cena,Prodam,"Obalno-kraška, Izola, Izola",V večstanovanjski stavbi,1.,6,3-sobno,"125,00 m²","125,00 m²",2009,Popolnoma opremljeno,,,,PS4646678MM,,,
102,6602562,24.03.2021dne00:16,"
doprodaje",203-krat,"

150.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad",V hiši,,3,"1,5-sobno","41,20 m²","53,10 m²",1925,Popolnoma opremljeno,brez pripadajočega parkirišča,2019,EI v izdelavi,101179-308,,,Menjava za drugo nepremičnino ni možna
103,6602502,24.03.2021dne00:15,"
doprodaje",184-krat,"

63.000 €
",Skupna cena,Prodam,"Savinjska, Celje, Celje",,,6,2-sobno,,,1973,,,,D (60 - 105 kWh/m2a),490281008-346,,,
104,6602425,24.03.2021dne00:12,"
doprodaje",2802-krat,"

123.000 €
",Skupna cena,Prodam,"Gorenjska, Škofja Loka, Škofja Loka",V večstanovanjski stavbi,3.,3,2-sobno,"45,00 m²","45,00 m²",1988,Popolnoma opremljeno,,2015,,P52ŠK,,,
105,6602372,23.03.2021dne22:58,"
24dni,10h,43min.
",102-krat,"

145.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ivančna Gorica, Ivančna Gorica",V večstanovanjski stavbi,2.,2,"4,5-sobno","120,00 m²",,1986,Popolnoma opremljeno,2,2013,EI v izdelavi,,"Balkon, Terasa","Vrt/dvorišče, Lopa za shranjevanje",
106,1471659,23.03.2021dne20:23,"
24dni,8h,7min.
",1381-krat,"

290.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,2.,,"4,5-sobno","158,00 m²",,1910,,,2013,,,,,
107,6600629,23.03.2021dne16:46,"
doprodaje",75-krat,"

620.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Kamnica",V hiši,1.,2,5-sobno,"280,00 m²","610,00 m²",1991,,,,,,,,
108,6600115,23.03.2021dne14:52,"
24dni,2h,36min.
",108-krat,"
podogovoru",Skupna cena,Prodam,"Savinjska, Šoštanj, Šoštanj",,2.,4,2-sobno,"57,77 m²","61,72 m²",1974,Delno opremljeno,1,2010,,,Balkon,,
109,6599929,23.03.2021dne14:15,"
doprodaje",534-krat,"

64.997 €
",Skupna cena,Prodam,"Koroška, Ravne na Koroškem, Ravne na Koroškem",V večstanovanjski stavbi,1.,2,1-sobno,"49,00 m²","49,00 m²",1959,Delno opremljeno,brez pripadajočega parkirišča,2014,D (60 - 105 kWh/m2a),,Balkon,,Menjava za drugo nepremičnino ni možna
110,6599611,23.03.2021dne13:02,"
24dni,0h,46min.
",132-krat,"

63.000 €
",Skupna cena,Prodam,"Gorenjska, Radovljica, Kropa",V večstanovanjski stavbi,Visoko pritličje,4,1-sobno,"30,00 m²",,1976,,,2019,EI v izdelavi,,,,
111,6354723,23.03.2021dne10:43,"
23dni,22h,27min.
",173-krat,"

179.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Primorsko-goranska, Dobrinj",V večstanovanjski stavbi,,2,3-sobno,"68,00 m²","178,00 m²",2018,Popolnoma opremljeno,1,2018,B (26 do 50 kWh/m2a) - HR,,Terasa,Vrt/dvorišče,Menjava za drugo nepremičnino ni možna
112,6595767,23.03.2021dne09:51,"
23dni,21h,36min.
",109-krat,"

60.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Zadarska, Biograd na Moru",V večstanovanjski stavbi,2.,1,Garsonjera,,"26,00 m²",2015,Popolnoma opremljeno,1,,,,"Balkon, Terasa",,
113,6595756,23.03.2021dne09:48,"
doprodaje",306-krat,"

190.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Zgornja Šiška",,3.,8,3-sobno,,"66,80 m²",1968,Delno opremljeno,,2019,C (35 - 60 kWh/m2a),1035,,,
114,6595646,23.03.2021dne09:30,"
doprodaje",141-krat,"

125.000 €
",Skupna cena,Prodam,"Savinjska, Celje, Hudinja",,2.,8,3-sobno,"77,50 m²",,1983,,,,,202106,,,
115,6595220,23.03.2021dne07:45,"
23dni,19h,29min.
",102-krat,"

78.000 €
",Skupna cena,Prodam,"Podravska, Ormož, Ormož",V hiši,Pritličje,2,4-sobno,"90,00 m²","150,00 m²",1961,Popolnoma opremljeno,3,1998,,,"Balkon, Terasa","Vrt/dvorišče, Žar",
116,1457569,23.03.2021dne07:09,"
23dni,18h,53min.
",2963-krat,"

85.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Nova Vas",V večstanovanjski stavbi,4.,4,2-sobno,"56,00 m²",,1972,,,2010,,,,,
117,6591887,23.03.2021dne00:15,"
doprodaje",339-krat,"

97.000 €
",Skupna cena,Prodam,"Savinjska, Celje, Celje",,,,2-sobno,,,1981,,,,,490281028-42,,,
118,6591857,23.03.2021dne00:12,"
doprodaje",1016-krat,"

176.889 €
",Skupna cena,Prodam,"Osrednjeslovenska, Kamnik, Mekinje",V večstanovanjski stavbi,,2,2-sobno,"62,70 m²","79,70 m²",2011,,1,2019,B2 (25 - 35 kWh/m2a),112200-108,Atrij,,Menjava za drugo nepremičnino ni možna
119,6275469,22.03.2021dne20:49,"
23dni,8h,34min.
",1922-krat,"

49.000 €
",Skupna cena,Prodam,"Goriška, Nova Gorica, Nova Gorica",V večstanovanjski stavbi,4.,5,1-sobno,"44,00 m²","52,00 m²",1977,Delno opremljeno,,2019,F (201 do 250 kWh/m2a) - HR,,Balkon,Vrt/dvorišče,
120,3433385,22.03.2021dne20:26,"
23dni,8h,10min.
",5094-krat,"

13.990 €
",Skupna cena,Prodam,"Koroška, Podvelka, Podvelka",V večstanovanjski stavbi,2.,2,2-sobno,"51,70 m²","51,70 m²",1850,,,2008,,,,,
121,3519407,22.03.2021dne20:15,"
23dni,7h,59min.
",1108-krat,"

78.000 €
",Skupna cena,Prodam,"Savinjska, Celje, Center",V hiši,Pritličje,3,3-sobno,"78,63 m²","78,63 m²",1933,,1,2000,B2 (25 - 35 kWh/m2a),,,Vrt/dvorišče,Menjava za drugo nepremičnino ni možna
122,6591031,22.03.2021dne19:30,"
23dni,7h,14min.
",1179-krat,"

60.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Tabor",V večstanovanjski stavbi,1.,1,2-sobno,"48,00 m²",,1880,,,,,,Atrij,"Vrt/dvorišče, Lopa za shranjevanje, Vrtna uta, Žar",
123,6589721,22.03.2021dne15:50,"
doprodaje",200-krat,"

117.990 €
",Skupna cena,Prodam,"Podravska, Lenart v Slovenskih goricah, Lenart v Slovenskih goricah",V večstanovanjski stavbi,1.,2,2-sobno,"50,20 m²","62,10 m²",2014,Popolnoma opremljeno,1,,B1 (15 - 25 kWh/m2a),GALEA 2020/293,Balkon,,
124,6315147,22.03.2021dne15:10,"
23dni,2h,54min.
",540-krat,"

175.000 €
",Skupna cena,Prodam,"Podravska, Miklavž na Dravskem polju, Miklavž na Dravskem polju",V večstanovanjski stavbi,2.,2,3-sobno,"94,00 m²","122,00 m²",2008,Popolnoma opremljeno,2,2020,,,Terasa,,
125,6589472,22.03.2021dne14:56,"
doprodaje",462-krat,"

59.500 €
",Skupna cena,Prodam,"Podravska, Ruše, Bistrica ob Dravi",V večstanovanjski stavbi,Visoko pritličje,2,2-sobno,"51,00 m²","58,20 m²",1961,Potrebno obnove,,2020,D (60 - 105 kWh/m2a),5217,Balkon,Vrt/dvorišče,
126,6589418,22.03.2021dne14:45,"
23dni,2h,29min.
",303-krat,"

99.900 €
",Skupna cena,Prodam,"Savinjska, Celje, Celje",,5.,,2-sobno,"51,00 m²","53,00 m²",,Popolnoma opremljeno,,2017,,,,,
127,6589398,22.03.2021dne14:41,"
doprodaje",63-krat,"

310.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Vič - Dolgi most",,,,3-sobno,,,1995,,,,D (60 - 105 kWh/m2a),,Balkon,,
128,6365383,22.03.2021dne14:17,"
1dan,2h,0min.
",644-krat,"

90.000 €
",Skupna cena,Prodam,"Savinjska, Celje, Nova vas",V večstanovanjski stavbi,1.,4,2-sobno,"56,00 m²","60,00 m²",1990,Popolnoma opremljeno,,2018,,,Balkon,Zimski vrt,Možna menjava za drugo nepremičnino
129,6589223,22.03.2021dne14:08,"
doprodaje",100-krat,"

230.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",,3.,,2-sobno,"51,30 m²",,1961,,,2013,D (60 - 105 kWh/m2a),,,,
130,6364386,22.03.2021dne13:58,"
doprodaje",989-krat,"

32.000 €
",Skupna cena,Prodam,"Savinjska, Celje, Center",V večstanovanjski stavbi,Mansarda,3,1-sobno,,"47,80 m²",1836,Neopremljeno,,,EI ni potrebna (334. člen EZ-1),,,,Menjava za drugo nepremičnino ni možna
131,6589051,22.03.2021dne13:38,"
23dni,1h,22min.
",373-krat,"

45.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Melje",V večstanovanjski stavbi,Pritličje,4,Garsonjera,"23,00 m²","23,00 m²",1960,,,2020,,,,Vrt/dvorišče,
132,6333521,22.03.2021dne11:13,"
doprodaje",116-krat,"

220.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Rudnik",V hiši,Visoko pritličje,2,3-sobno,,"62,00 m²",1941,Delno opremljeno,3,2015,EI v izdelavi,100755,Terasa,Vrt/dvorišče,
133,6588092,22.03.2021dne11:01,"
doprodaje",97-krat,"

123.000 €
",Skupna cena,Prodam,"Gorenjska, Škofja Loka, Škofja Loka",,3.,3,2-sobno,"45,00 m²",,1988,,,2015,,P52ŠL,Zaprt balkon,,
134,6588071,22.03.2021dne10:57,"
doprodaje",40-krat,"

589.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Brdo",,1.,2,4-sobno,"137,54 m²",,,,,,,J7,,,
135,6587728,22.03.2021dne09:55,"
doprodaje",34-krat,"

645.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Brdo",,2.,2,4-sobno,"151,89 m²",,,,,,,J9,Balkon,,
136,2354874,22.03.2021dne09:38,"
22dni,21h,22min.
",2424-krat,"

7.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Domžale, Domžale",V večstanovanjski stavbi,Klet,,Garsonjera,"7,00 m²",,2003,,,,,,,,
137,4576931,22.03.2021dne04:37,"
22dni,16h,21min.
",478-krat,"
podogovoru",Skupna cena,Prodam,"Jugovzhodna Slovenija, Črnomelj, Črnomelj",,,,,,,,,,,,,,,
138,4842815,21.03.2021dne23:36,"
22dni,11h,19min.
",3079-krat,"

156.585 €
",Skupna cena,Prodam,"Pomurska, Moravske Toplice, Moravske Toplice",V hiši,Pritličje,2,3-sobno,"74,00 m²","123,00 m²",2020,Delno opremljeno,2,,C (35 - 60 kWh/m2a),,"Balkon, Terasa, Atrij",Žar,
139,6200414,21.03.2021dne22:35,"
22dni,10h,19min.
",339-krat,"
podogovoru",Skupna cena,Prodam,"Posavska, Brežice, Brežice",V večstanovanjski stavbi,3.,5,2-sobno,"68,00 m²",,,,,,EI v izdelavi,,Balkon,,
140,6583621,21.03.2021dne21:43,"
22dni,9h,27min.
",252-krat,"

144.000 €
",Skupna cena,Prodam,"Savinjska, Celje, Dolgo polje",V večstanovanjski stavbi,11.,12,3-sobno,"72,00 m²",,1980,Popolnoma opremljeno,,2020,,,Balkon,,
141,100097,21.03.2021dne17:36,"
22dni,5h,20min.
",8460-krat,"

28.500 €
",Skupna cena,Prodam,"Osrednjeslovenska, Šmartno pri Litiji, Mala Kostrevnica",V večstanovanjski stavbi,1.,,2-sobno,"55,00 m²",,1935,,,2000,,,,,
142,1452305,21.03.2021dne17:35,"
22dni,5h,19min.
",4369-krat,"
podogovoru",Skupna cena,Prodam,"Primorsko-notranjska, Postojna, Postojna",V večstanovanjski stavbi,Pritličje,,2-sobno,"60,00 m²",,1965,Popolnoma opremljeno,,2016,,,Terasa,,
143,6581586,21.03.2021dne16:33,"
22dni,4h,16min.
",609-krat,"

139.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Tezno",V večstanovanjski stavbi,3.,6,3-sobno,"80,00 m²","80,00 m²",1999,Popolnoma opremljeno,1,2015,EI v izdelavi,,Loža,Vrt/dvorišče,Možna menjava za drugo nepremičnino
144,6581305,21.03.2021dne15:44,"
22dni,3h,28min.
",1187-krat,"

65.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Nova Vas",V večstanovanjski stavbi,1.,8,1-sobno,"40,00 m²","47,00 m²",1983,Popolnoma opremljeno,,2019,D (60 - 105 kWh/m2a),,"Balkon, Loža",,Menjava za drugo nepremičnino ni možna
145,6574584,21.03.2021dne00:14,"
doprodaje",341-krat,"

148.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Pobrežje",V večstanovanjski stavbi,,,,"133,00 m²","133,00 m²",1999,,,,,koda: P105PBS,,,
146,6573935,20.03.2021dne20:15,"
21dni,7h,58min.
",135-krat,"

220.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Medvode, Medvode",V večstanovanjski stavbi,3.,4,3-sobno,"69,00 m²","75,00 m²",1959,Popolnoma opremljeno,1,2017,B2 (25 - 35 kWh/m2a),,"Balkon, Zaprt balkon",,
147,6573757,20.03.2021dne19:36,"
21dni,7h,19min.
",222-krat,"

99.000 €
",Skupna cena,Prodam,"Savinjska, Celje, Lava",V večstanovanjski stavbi,8.,8,"1,5-sobno","44,00 m²",,,Popolnoma opremljeno,,2020,,,Balkon,,Menjava za drugo nepremičnino ni možna
148,1448607,20.03.2021dne17:35,"
21dni,5h,18min.
",7158-krat,"

119.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Studenec",V večstanovanjski stavbi,1.,4,1-sobno,"42,00 m²",,1973,,,2008,EI v izdelavi,,,,
149,6032626,20.03.2021dne15:22,"
21dni,3h,5min.
",360-krat,"
podogovoru",Skupna cena,Prodam,"Savinjska, Šentjur, Šentjur",V večstanovanjski stavbi,Visoko pritličje,5,3-sobno,"65,00 m²",,1979,,,,,,Balkon,,Možna menjava za drugo nepremičnino
150,1449131,20.03.2021dne14:05,"
21dni,1h,49min.
",475-krat,"

240.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Istrska, Novigrad",V večstanovanjski stavbi,2.,2,3-sobno,"60,00 m²",,2009,,2,,EI ni potrebna (334. člen EZ-1),,Terasa,,Možna menjava za drugo nepremičnino
151,1466741,20.03.2021dne11:48,"
20dni,23h,31min.
",904-krat,"

189.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Istrska, Novigrad",V večstanovanjski stavbi,Pritličje,3,2-sobno,"58,00 m²",,2007,Popolnoma opremljeno,1,2019,,,"Zaprt balkon, Terasa","Vrt/dvorišče, Žar",
152,1480594,20.03.2021dne11:39,"
20dni,23h,23min.
",6925-krat,"

75.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Tabor",V večstanovanjski stavbi,Pritličje,2,"1,5-sobno","46,00 m²",,1930,Popolnoma opremljeno,,2000,EI v izdelavi,,,,
153,6565177,20.03.2021dne00:17,"
doprodaje",222-krat,"

144.900 €
",Skupna cena,Prodam,"Gorenjska, Bled, Bled",,Pritličje,,2-sobno,,,1906,,,,F (150 - 210 kWh/m2a),490321042-254,,,
154,6564976,20.03.2021dne00:13,"
doprodaje",39-krat,"

200.820 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Istrska, Umag",V večstanovanjski stavbi,,3,"2,5-sobno","66,94 m²","94,23 m²",2005,Delno opremljeno,brez pripadajočega parkirišča,,EI v izdelavi,101215-73,"Balkon, Terasa",,Menjava za drugo nepremičnino ni možna
155,6564973,20.03.2021dne00:13,"
doprodaje",11259-krat,"

474.000 €
",Skupna cena,Prodam,"Obalno-kraška, Izola, Izola",V večstanovanjski stavbi,,,3-sobno,"96,00 m²","123,00 m²",2009,Popolnoma opremljeno,1,,EI v izdelavi,106166-216,Terasa,,Menjava za drugo nepremičnino ni možna
156,6564967,20.03.2021dne00:11,"
doprodaje",169-krat,"

95.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Melje",V večstanovanjski stavbi,2.,2,2-sobno,"60,00 m²","60,00 m²",1870,Popolnoma opremljeno,,2019,,PHOO86TA,,,
157,6091248,19.03.2021dne18:10,"
20dni,5h,54min.
",231-krat,"

310.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana, Poštni center",V večstanovanjski stavbi,3.,6,"4,5-sobno","91,03 m²",,1957,Neopremljeno,,2007,D (60 - 105 kWh/m2a),,Balkon,,Možna menjava za drugo nepremičnino
158,6155160,19.03.2021dne15:36,"
20dni,3h,20min.
",622-krat,"

68.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Zgornja Šiška",V večstanovanjski stavbi,5.,12,Garsonjera,"17,00 m²","17,00 m²",1982,Popolnoma opremljeno,2,2018,EI v izdelavi,,,,
159,6563129,19.03.2021dne14:55,"
doprodaje",60-krat,"

489.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Brdo",,1.,,3-sobno,"116,42 m²",,,,,,,J5,,,
160,6562854,19.03.2021dne13:49,"
doprodaje",268-krat,"

99.900 €
",Skupna cena,Prodam,"Savinjska, Celje, Center",,1.,1,2-sobno,"52,00 m²",,,,,2020,,202107,,,
161,6562782,19.03.2021dne13:30,"
doprodaje",129-krat,"

215.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",,1.,3,2-sobno,"62,00 m²",,1989,,,,EI v izdelavi,G180,,,
162,6562744,19.03.2021dne13:20,"
doprodaje",98-krat,"

260.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana, Topniška",V večstanovanjski stavbi,1.,11,2-sobno,"65,00 m²",,2014,Delno opremljeno,,,A1 (0 - 10 kWh/m2a),1061,Balkon,,
163,6562513,19.03.2021dne12:28,"
doprodaje",37-krat,"

629.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Brdo",,1.,,4-sobno,"154,91 m²",,,,,,,J10,,,
164,6562463,19.03.2021dne12:12,"
doprodaje",716-krat,"

119.500 €
",Skupna cena,Prodam,"Podravska, Maribor, Tabor",V večstanovanjski stavbi,Visoko pritličje,10,"3,5-sobno","64,70 m²",,1972,,,2021,,GALEA 2021/423,,,
165,1453924,19.03.2021dne09:44,"
19dni,21h,28min.
",3963-krat,"

48.000 €
",Skupna cena,Prodam,"Jugovzhodna Slovenija, Žužemberk, Žužemberk",V večstanovanjski stavbi,Pritličje,2,3-sobno,"72,00 m²",,1970,Popolnoma opremljeno,,,,,Balkon,"Vrt/dvorišče, Lopa za shranjevanje",
166,6561412,19.03.2021dne08:29,"
19dni,20h,13min.
",79-krat,"

0 €
",Skupna cena,Prodam,"Podravska, Gorišnica, Gorišnica",V večstanovanjski stavbi,2.,2,4-sobno,"82,00 m²","92,00 m²",2000,,1,,,,,,
167,6560933,19.03.2021dne00:48,"
doprodaje",6685-krat,"

115.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Tezno",,,,2-sobno,,,1983,,,,,490321044-173,,,
168,6560929,19.03.2021dne00:48,"
doprodaje",269-krat,"

126.500 €
",Skupna cena,Prodam,"Savinjska, Celje, Celje",,,,5-sobno,,,1945,,,,,490281026-104,,,
169,6557475,19.03.2021dne00:17,"
doprodaje",811-krat,"

119.500 €
",Skupna cena,Prodam,"Podravska, Maribor, Tabor",V večstanovanjski stavbi,,,3-sobno,"59,10 m²","64,71 m²",1972,Delno opremljeno,brez pripadajočega parkirišča,2021,F (150 - 210 kWh/m2a),100120-153,,,Menjava za drugo nepremičnino ni možna
170,6557473,19.03.2021dne00:17,"
doprodaje",444-krat,"

149.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Nova Vas",V večstanovanjski stavbi,,,4-sobno,"74,00 m²","90,60 m²",1980,Delno opremljeno,brez pripadajočega parkirišča,2008,D (60 - 105 kWh/m2a),100120-152,Balkon,,Menjava za drugo nepremičnino ni možna
171,6557443,19.03.2021dne00:16,"
doprodaje",195-krat,"

197.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Domžale, Vir",V večstanovanjski stavbi,1.,1,,"122,00 m²","122,00 m²",2006,,,,,KODA: P1283VR,,,
172,6556711,18.03.2021dne20:53,"
doprodaje",279-krat,"

139.999 €
",Skupna cena,Prodam,"Savinjska, Prebold, Prebold",V večstanovanjski stavbi,Visoko pritličje,3,2-sobno,"68,70 m²",,2008,Popolnoma opremljeno,1,,EI v izdelavi,,Zaprt balkon,,
173,6556634,18.03.2021dne20:36,"
doprodaje",187-krat,"

125.000 €
",Skupna cena,Prodam,"Gorenjska, Kranj, Kranj",V večstanovanjski stavbi,3.,5,2-sobno,"40,70 m²","48,20 m²",1964,Popolnoma opremljeno,,2006,EI v izdelavi,TK2SS,Zaprt balkon,,
174,6367551,18.03.2021dne19:11,"
11dni,22h,2min.
",2297-krat,"

30.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,3.,3,Garsonjera,,"15,00 m²",1800,,,2020,,,,,Menjava za drugo nepremičnino ni možna
175,6367584,18.03.2021dne19:09,"
26dni,18h,39min.
",1645-krat,"

39.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,3.,3,Garsonjera,"18,00 m²",,,,,,,,,,Menjava za drugo nepremičnino ni možna
176,6555517,18.03.2021dne16:26,"
doprodaje",80-krat,"

649.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Brdo",,Pritličje,,4-sobno,"142,10 m²",,,,,,,J8,,,
177,6555500,18.03.2021dne16:23,"
19dni,4h,6min.
",133-krat,"

230.000 €
",Skupna cena,Prodam,"Obalno-kraška, Piran, Piran",V večstanovanjski stavbi,1.,3,3-sobno,"63,00 m²",,1900,,,2010,,,,,
178,1447935,18.03.2021dne14:54,"
19dni,2h,37min.
",5021-krat,"

118.000 €
",Skupna cena,Prodam,"Gorenjska, Tržič, Tržič",V večstanovanjski stavbi,Pritličje,1,2-sobno,"72,00 m²","88,00 m²",1993,Delno opremljeno,2,2004,EI v izdelavi,,,,Menjava za drugo nepremičnino ni možna
179,6554822,18.03.2021dne13:32,"
19dni,1h,15min.
",206-krat,"
podogovoru",Skupna cena,Prodam,"Obalno-kraška, Kozina, Kozina",V večstanovanjski stavbi,1.,4,3-sobno,"70,00 m²","81,00 m²",2008,Delno opremljeno,2,2012,EI v izdelavi,,Balkon,,
180,2587205,18.03.2021dne12:14,"
doprodaje",1102-krat,"

75.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Tabor",V večstanovanjski stavbi,,,2-sobno,"65,00 m²",,1990,,,2015,,0003/17-S/K_1/6_20,Balkon,,
181,3630335,18.03.2021dne12:12,"
doprodaje",8163-krat,"

99.500 €
",Skupna cena,Prodam,"Podravska, Maribor, Tabor",V hiši,Pritličje,1,2-sobno,"60,70 m²","54,30 m²",1929,Popolnoma opremljeno,2,2019,,0151/20-S/P_4/6_20,Terasa,,Menjava za drugo nepremičnino ni možna
182,6554273,18.03.2021dne11:22,"
doprodaje",484-krat,"

95.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Melje",V večstanovanjski stavbi,2.,15,2-sobno,"54,20 m²","54,20 m²",1870,Popolnoma opremljeno,,2019,B1 (15 - 25 kWh/m2a),,,,
183,6554128,18.03.2021dne10:49,"
doprodaje",362-krat,"

119.000 €
",Skupna cena,Prodam,"Podravska, Slovenska Bistrica, Pragersko",V večstanovanjski stavbi,2.,2,3-sobno,"74,80 m²","89,20 m²",2020,Neopremljeno,1,,EI v izdelavi,S-71/2021,Balkon,,
