,Šifra oglasa,Objavljen ,Do poteka še,Število prikazov oglasa,Cena,Vrsta cene,Posredovanje,Lokacija,Umeščenost stanovanja,Nadstropje,Skupno število nadstropij v stavbi,Vrsta stanovanja,Bivalna površina,Neto površina,Leto izgradnje*,Leto zadnje prenove,Opremljenost in stanje,Energetski razred,Možnost menjave,Število parkirnih mest,Balkon / terasa / atrij,Zunanje površine in oprema,Interna številka oglasa
372,6385886,25.02.2021dne00:26,"
doprodaje",189-krat,"

139.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Tezno",,,3,2-sobno,,,2020,,,B1 (15 - 25 kWh/m2a),,2,,,490321054-97
373,6385885,25.02.2021dne00:26,"
doprodaje",59-krat,"

194.948 €
",Skupna cena,Prodam,"Podravska, Maribor, Tezno",,,3,3-sobno,,,2020,,,B1 (15 - 25 kWh/m2a),,2,,,490321054-89
374,6385883,25.02.2021dne00:26,"
doprodaje",62-krat,"

198.471 €
",Skupna cena,Prodam,"Podravska, Maribor, Studenci",,,3,3-sobno,,,2020,,,B1 (15 - 25 kWh/m2a),,2,,,490321054-74
375,6385870,25.02.2021dne00:26,"
doprodaje",717-krat,"

56.000 €
",Skupna cena,Prodam,"Podravska, Ruše, Ruše",,,,3-sobno,,,1959,,,,,,,,490321050-36
376,6385850,25.02.2021dne00:26,"
doprodaje",261-krat,"

39.000 €
",Skupna cena,Prodam,"Koroška, Radlje ob Dravi, Radlje ob Dravi",,,1,4-sobno,,,1786,,,,,1,,,490321049-105
377,6385826,25.02.2021dne00:26,"
doprodaje",362-krat,"

101.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Tezno",,,,3-sobno,,,1958,,,F (150 - 210 kWh/m2a),,,,Vrt/dvorišče,490321044-136
378,6385824,25.02.2021dne00:26,"
doprodaje",552-krat,"

129.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Tezno",,,,5-sobno,,,1956,,,C (35 - 60 kWh/m2a),,,,,490321044-89
379,6385823,25.02.2021dne00:26,"
doprodaje",490-krat,"

72.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Tezno",,,,1-sobno,,,1964,,,C (35 - 60 kWh/m2a),,,,,490321044-153
380,6385822,25.02.2021dne00:26,"
doprodaje",119-krat,"

349.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Tezno",,,,4-sobno,,,1993,,,D (60 - 105 kWh/m2a),,,,,490321044-167
381,6385821,25.02.2021dne00:26,"
doprodaje",184-krat,"

67.000 €
",Skupna cena,Prodam,"Podravska, Šentilj v Slovenskih goricah, Sladki Vrh",,2.,3,3-sobno,,,1964,,,D (60 - 105 kWh/m2a),,,,,490321042-239
382,6385806,25.02.2021dne00:25,"
doprodaje",160-krat,"

149.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Tezno",,4.,5,3-sobno,,,2000,,,,,,,,490321042-237
383,6385801,25.02.2021dne00:25,"
doprodaje",209-krat,"

69.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Pobrežje",,,,4-sobno,,,1937,,,F (150 - 210 kWh/m2a),,,,,490321004-334
384,6385799,25.02.2021dne00:25,"
doprodaje",72-krat,"

86.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Tezno",,,,4-sobno,,,1937,,,F (150 - 210 kWh/m2a),,,,,490321004-332
385,6385796,25.02.2021dne00:25,"
doprodaje",378-krat,"

110.000 €
",Skupna cena,Prodam,"Podravska, Ptuj, Ptuj",,2.,4,3-sobno,,,1985,,,C (35 - 60 kWh/m2a),,,,,490321004-391
386,6385758,25.02.2021dne00:25,"
doprodaje",112-krat,"

500.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šiška",,,,4-sobno,,,2009,,,C (35 - 60 kWh/m2a),,,,,490301001-356
387,6385726,25.02.2021dne00:25,"
doprodaje",141-krat,"

65.000 €
",Skupna cena,Prodam,"Savinjska, Radeče, Radeče",,,,2-sobno,,,1900,,,,,,,Vrt/dvorišče,490281028-24
388,6385725,25.02.2021dne00:25,"
doprodaje",47-krat,"

980.000 €
",Skupna cena,Prodam,"Savinjska, Slovenske Konjice, Slovenske Konjice",,,,,,,2020,,,,,,,,490281028-34
389,6385715,25.02.2021dne00:25,"
doprodaje",170-krat,"

89.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Litija, Litija",,,,2-sobno,,,1987,,,,,2,,,490281027-56
390,6385714,25.02.2021dne00:25,"
doprodaje",77-krat,"

149.200 €
",Skupna cena,Prodam,"Savinjska, Štore, Štore",,,,4-sobno,,,1953,,,,,2,,,490281027-59
391,6385711,25.02.2021dne00:25,"
doprodaje",834-krat,"

45.900 €
",Skupna cena,Prodam,"Savinjska, Celje, Celje",,,,1-sobno,,,1861,,,,,,,,490281027-66
392,6385695,25.02.2021dne00:25,"
doprodaje",422-krat,"

89.000 €
",Skupna cena,Prodam,"Savinjska, Celje, Celje",,,4,2-sobno,,,1963,,,,,,,,490281026-101
393,6385692,25.02.2021dne00:25,"
doprodaje",395-krat,"

49.000 €
",Skupna cena,Prodam,"Savinjska, Celje, Celje",,,4,1-sobno,,,1949,,,,,,,,490281026-64
394,6385689,25.02.2021dne00:25,"
doprodaje",246-krat,"

95.000 €
",Skupna cena,Prodam,"Savinjska, Celje, Celje",,,,2-sobno,,,1989,,,,,,,,490281026-33
395,6385603,25.02.2021dne00:25,"
doprodaje",296-krat,"

97.000 €
",Skupna cena,Prodam,"Savinjska, Celje, Celje",,,12,2-sobno,,,1980,,,D (60 - 105 kWh/m2a),,,,,490281025-46
396,6385524,25.02.2021dne00:25,"
doprodaje",191-krat,"

124.400 €
",Skupna cena,Prodam,"Savinjska, Celje, Celje",,,3,4-sobno,,,1930,,,,,,,Vrt/dvorišče,490281022-122
397,6385522,25.02.2021dne00:25,"
doprodaje",208-krat,"

139.500 €
",Skupna cena,Prodam,"Savinjska, Žalec, Žalec",,,,4-sobno,,,1836,,,,,1,,,490281022-139
398,6385520,25.02.2021dne00:24,"
doprodaje",182-krat,"

138.800 €
",Skupna cena,Prodam,"Savinjska, Celje, Celje",,,5,2-sobno,,,1955,,,,,1,,,490281022-119
399,6385514,25.02.2021dne00:24,"
doprodaje",370-krat,"

123.300 €
",Skupna cena,Prodam,"Osrednjeslovenska, Kamnik, Kamnik",,,,2-sobno,,,1975,,,,,2,,,490281022-145
400,6385513,25.02.2021dne00:24,"
doprodaje",477-krat,"

39.600 €
",Skupna cena,Prodam,"Savinjska, Celje, Celje",,,1,3-sobno,,,1930,,,,,,,Vrt/dvorišče,490281022-89
401,6385474,25.02.2021dne00:24,"
doprodaje",140-krat,"

158.800 €
",Skupna cena,Prodam,"Savinjska, Celje, Celje",,,,2-sobno,,,2007,,,,,,,,490281022-143
402,6385472,25.02.2021dne00:24,"
doprodaje",232-krat,"

64.400 €
",Skupna cena,Prodam,"Savinjska, Žalec, Žalec",,Pritličje,,3-sobno,,,1954,,,,,2,,Vrt/dvorišče,490281022-99
403,6385457,25.02.2021dne00:24,"
doprodaje",90-krat,"

107.500 €
",Skupna cena,Prodam,"Savinjska, Štore, Štore",,,,3-sobno,,,1900,,,E (105 - 150 kWh/m2a),,,,Vrt/dvorišče,490281015-347
404,6385453,25.02.2021dne00:24,"
doprodaje",271-krat,"

32.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Moravče, Hrastnik",,,,2-sobno,,,1890,,,E (105 - 150 kWh/m2a),,,,Vrt/dvorišče,490281015-387
405,6385449,25.02.2021dne00:24,"
doprodaje",142-krat,"

39.900 €
",Skupna cena,Prodam,"Savinjska, Rogaška Slatina, Podplat",,,,1-sobno,,,1936,,,F (150 - 210 kWh/m2a),,,,,490281015-373
406,6385432,25.02.2021dne00:24,"
doprodaje",149-krat,"

89.000 €
",Skupna cena,Prodam,"Zasavska, Trbovlje, Trbovlje",,,,4-sobno,,,1893,,,,,,,,490281015-388
407,6385411,25.02.2021dne00:24,"
doprodaje",272-krat,"

31.500 €
",Skupna cena,Prodam,"Savinjska, Laško, Laško",,,1,1-sobno,,,2020,,,,,,,,490281009-274
408,6385343,25.02.2021dne00:24,"
doprodaje",23-krat,"

980.000 €
",Skupna cena,Prodam,"Savinjska, Slovenske Konjice, Slovenske Konjice",,,3,,,,1800,,,,,7+,,,490281008-341
409,6385313,25.02.2021dne00:24,"
doprodaje",105-krat,"

40.000 €
",Skupna cena,Prodam,"Savinjska, Celje, Celje",,,3,2-sobno,,,1880,,,EI ni potrebna (334. člen EZ-1),,,,,490281004-288
410,6385311,25.02.2021dne00:24,"
doprodaje",118-krat,"

43.000 €
",Skupna cena,Prodam,"Koroška, Mislinja, Mislinja",,,,3-sobno,,,1920,,,EI ni potrebna (334. člen EZ-1),,,,,490281004-286
411,6385254,25.02.2021dne00:24,"
doprodaje",240-krat,"

63.000 €
",Skupna cena,Prodam,"Savinjska, Žalec, Petrovče",,Pritličje,,3-sobno,,,1952,,,,,,,,490281003-491
412,6385223,25.02.2021dne00:24,"
doprodaje",162-krat,"

57.000 €
",Skupna cena,Prodam,"Koroška, Dravograd, Dravograd",,,,3-sobno,,,1905,,,,,,,Vrt/dvorišče,490271003-266
413,6385212,25.02.2021dne00:24,"
doprodaje",136-krat,"

105.000 €
",Skupna cena,Prodam,"Koroška, Vuzenica, Vuzenica",,,,5-sobno,,,1850,,,,,,,Vrt/dvorišče,490271003-285
414,6385118,25.02.2021dne00:24,"
doprodaje",66-krat,"

283.800 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",,,,4-sobno,,,1981,,,,,,,,490191104-7
415,6385107,25.02.2021dne00:23,"
doprodaje",142-krat,"

320.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",,,,3-sobno,,,1900,,,D (60 - 105 kWh/m2a),,,,,490191104-8
416,6385098,25.02.2021dne00:23,"
doprodaje",140-krat,"

234.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",,,,4-sobno,,,1910,,,D (60 - 105 kWh/m2a),,2,,,490191103-5
417,6385080,25.02.2021dne00:23,"
doprodaje",381-krat,"

109.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",,,1,1-sobno,,,1930,,,E (105 - 150 kWh/m2a),,,,Vrt/dvorišče,490191100-28
418,6385078,25.02.2021dne00:23,"
doprodaje",148-krat,"

147.500 €
",Skupna cena,Prodam,"Osrednjeslovenska, Kamnik, Kamnik",,,7,2-sobno,,,1974,,,D (60 - 105 kWh/m2a),,,,,490191100-29
419,6385051,25.02.2021dne00:23,"
doprodaje",94-krat,"

249.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Log pri Brezovici, Dragomer",,Pritličje,,4-sobno,,,1984,,,E (105 - 150 kWh/m2a),,,,Vrt/dvorišče,490191094-82
420,6385045,25.02.2021dne00:23,"
doprodaje",69-krat,"

690.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Medvode, Medvode",,,2,3-sobno,,,2019,,,B1 (15 - 25 kWh/m2a),,,,,490191094-55
421,6385043,25.02.2021dne00:23,"
doprodaje",26-krat,"

682.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Medvode, Medvode",,Pritličje,,3-sobno,,,2019,,,B1 (15 - 25 kWh/m2a),,,,,490191094-53
422,6385040,25.02.2021dne00:23,"
doprodaje",22-krat,"

686.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Medvode, Medvode",,,,3-sobno,,,2019,,,B1 (15 - 25 kWh/m2a),,,,,490191094-54
423,6385039,25.02.2021dne00:23,"
doprodaje",38-krat,"

694.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Medvode, Medvode",,,,3-sobno,,,2019,,,B1 (15 - 25 kWh/m2a),,,,,490191094-56
424,6385033,25.02.2021dne00:23,"
doprodaje",127-krat,"

185.000 €
",Skupna cena,Prodam,"Gorenjska, Kranj, Kranj",,,3,3-sobno,,,1850,,,,,,,,490191094-5
425,6385031,25.02.2021dne00:23,"
doprodaje",95-krat,"

160.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Vrhnika, Vrhnika",,2.,2,3-sobno,,,1950,,,,,2,,,490191093-4
426,6385028,25.02.2021dne00:23,"
doprodaje",75-krat,"

98.000 €
",Skupna cena,Prodam,"Goriška, Idrija, Idrija",,,2,2-sobno,,,1930,,,,,2,,Vrt/dvorišče,490191093-41
427,6385026,25.02.2021dne00:23,"
doprodaje",133-krat,"

56.000 €
",Skupna cena,Prodam,"Goriška, Idrija, Idrija",,,3,2-sobno,,,1890,,,,,,,,490191093-35
428,6385024,25.02.2021dne00:23,"
doprodaje",82-krat,"

57.000 €
",Skupna cena,Prodam,"Goriška, Idrija, Idrija",,,4,2-sobno,,,1870,,,,,,,,490191093-29
429,6384999,25.02.2021dne00:23,"
doprodaje",158-krat,"

162.000 €
",Skupna cena,Prodam,"Gorenjska, Škofja Loka, Škofja Loka",,,7,2-sobno,,,1985,,,F (150 - 210 kWh/m2a),,,,,490191093-31
430,6384995,25.02.2021dne00:23,"
doprodaje",51-krat,"

97.000 €
",Skupna cena,Prodam,"Goriška, Idrija, Idrija",,,4,5-sobno,,,1860,,,C (35 - 60 kWh/m2a),,,,,490191093-50
431,6384988,25.02.2021dne00:23,"
doprodaje",74-krat,"

329.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",,,,3-sobno,,,2018,,,C (35 - 60 kWh/m2a),,,,,490191092-41
432,6384979,25.02.2021dne00:23,"
doprodaje",102-krat,"

260.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Spodnja Šiška",,,2,3-sobno,,,1926,,,,,,,,490191092-42
433,6384968,25.02.2021dne00:23,"
doprodaje",96-krat,"

63.000 €
",Skupna cena,Prodam,"Jugovzhodna Slovenija, Dolenjske Toplice, Dolenjske Toplice",,,,2-sobno,,,1876,,,,,,,,490191085-96
434,6384947,25.02.2021dne00:23,"
doprodaje",51-krat,"

671.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",,,,4-sobno,,,2020,,,B2 (25 - 35 kWh/m2a),,,,,490191084-97
435,6384945,25.02.2021dne00:23,"
doprodaje",32-krat,"

671.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",,,,4-sobno,,,2020,,,B2 (25 - 35 kWh/m2a),,,,,490191084-96
436,6384944,25.02.2021dne00:23,"
doprodaje",30-krat,"

559.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",,,,3-sobno,,,2020,,,B2 (25 - 35 kWh/m2a),,,,,490191084-98
437,6384941,25.02.2021dne00:23,"
doprodaje",34-krat,"

541.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",,,,4-sobno,,,2020,,,B2 (25 - 35 kWh/m2a),,,,,490191084-99
438,6384922,25.02.2021dne00:23,"
doprodaje",27-krat,"

172.500 €
",Skupna cena,Prodam,"Savinjska, Podčetrtek, Podčetrtek",,,,4-sobno,,,2021,,,,,,,,490191084-105
439,6384920,25.02.2021dne00:23,"
doprodaje",76-krat,"

750.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",,,,3-sobno,,,2005,,,,,,,,490191084-35
440,6384918,25.02.2021dne00:23,"
doprodaje",28-krat,"

172.500 €
",Skupna cena,Prodam,"Savinjska, Podčetrtek, Podčetrtek",,,,4-sobno,,,2021,,,,,,,,490191084-109
441,6384916,25.02.2021dne00:23,"
doprodaje",64-krat,"

115.000 €
",Skupna cena,Prodam,"Savinjska, Podčetrtek, Podčetrtek",,,,3-sobno,,,2021,,,,,,,,490191084-116
442,6384914,25.02.2021dne00:23,"
doprodaje",27-krat,"

115.300 €
",Skupna cena,Prodam,"Savinjska, Podčetrtek, Podčetrtek",,,,3-sobno,,,2021,,,,,,,,490191084-108
443,6384912,25.02.2021dne00:23,"
doprodaje",22-krat,"

150.000 €
",Skupna cena,Prodam,"Savinjska, Podčetrtek, Podčetrtek",,,,2-sobno,,,2021,,,,,,,,490191084-115
444,6384910,25.02.2021dne00:23,"
doprodaje",37-krat,"

109.500 €
",Skupna cena,Prodam,"Savinjska, Podčetrtek, Podčetrtek",,,,3-sobno,,,2021,,,,,,,,490191084-107
445,6384909,25.02.2021dne00:23,"
doprodaje",33-krat,"

106.000 €
",Skupna cena,Prodam,"Savinjska, Podčetrtek, Podčetrtek",,,,2-sobno,,,2021,,,,,,,,490191084-110
446,6384903,25.02.2021dne00:23,"
doprodaje",16-krat,"

122.600 €
",Skupna cena,Prodam,"Savinjska, Podčetrtek, Podčetrtek",,,,2-sobno,,,2021,,,,,,,,490191084-113
447,6384899,25.02.2021dne00:23,"
doprodaje",38-krat,"

104.500 €
",Skupna cena,Prodam,"Savinjska, Podčetrtek, Podčetrtek",,,,3-sobno,,,2021,,,,,,,,490191084-103
448,6384897,25.02.2021dne00:23,"
doprodaje",14-krat,"

115.300 €
",Skupna cena,Prodam,"Savinjska, Podčetrtek, Podčetrtek",,,,3-sobno,,,2021,,,,,,,,490191084-104
449,6384895,25.02.2021dne00:23,"
doprodaje",20-krat,"

113.500 €
",Skupna cena,Prodam,"Savinjska, Podčetrtek, Podčetrtek",,,,3-sobno,,,2021,,,,,,,,490191084-102
450,6384884,25.02.2021dne00:23,"
doprodaje",97-krat,"

156.000 €
",Skupna cena,Prodam,"Gorenjska, Bohinj, Polje",,,4,2-sobno,,,1973,,,,,,,,490191069-49
451,6384879,25.02.2021dne00:23,"
doprodaje",83-krat,"

240.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Vič - Dolgi most",,,3,2-sobno,,,1955,,,,,,,,490191069-43
452,6384877,25.02.2021dne00:23,"
doprodaje",796-krat,"

108.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šentvid",,,1,2-sobno,,,1955,,,,,,,Vrt/dvorišče,490191069-79
453,6384863,25.02.2021dne00:23,"
doprodaje",96-krat,"

319.409 €
",Skupna cena,Prodam,"Primorsko-notranjska, Postojna, Postojna",,,3,3-sobno,,,2021,,,B2 (25 - 35 kWh/m2a),,1,,,490191069-74
454,6384861,25.02.2021dne00:23,"
doprodaje",77-krat,"

231.000 €
",Skupna cena,Prodam,"Goriška, Nova Gorica, Trnovo pri Gorici",,,2,2-sobno,,,1967,,,D (60 - 105 kWh/m2a),,,,,490191069-50
455,6384859,25.02.2021dne00:23,"
doprodaje",57-krat,"

360.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",,,,3-sobno,,,1550,,,EI ni potrebna (334. člen EZ-1),,,,Vrt/dvorišče,490191069-45
456,6384857,25.02.2021dne00:23,"
doprodaje",37-krat,"

345.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",,,,4-sobno,,,2002,,,EI ni potrebna (334. člen EZ-1),,,,,490191069-48
457,6384851,25.02.2021dne00:23,"
doprodaje",113-krat,"

104.669 €
",Skupna cena,Prodam,"Primorsko-notranjska, Postojna, Postojna",,,,2-sobno,,,2021,,,B2 (25 - 35 kWh/m2a),,1,,,490191069-75
458,6384849,25.02.2021dne00:23,"
doprodaje",50-krat,"

181.210 €
",Skupna cena,Prodam,"Primorsko-notranjska, Postojna, Postojna",,,,3-sobno,,,2021,,,B2 (25 - 35 kWh/m2a),,1,,,490191069-73
459,6384838,25.02.2021dne00:23,"
doprodaje",33-krat,"

247.520 €
",Skupna cena,Prodam,"Primorsko-notranjska, Postojna, Postojna",,,,4-sobno,,,2021,,,B2 (25 - 35 kWh/m2a),,1,,,490191069-71
460,6384790,25.02.2021dne00:23,"
doprodaje",276-krat,"

154.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",,,,1-sobno,,,2009,,,,,1,,,490191025-278
461,6384788,25.02.2021dne00:23,"
doprodaje",106-krat,"

282.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",,,,3-sobno,,,2009,,,,,2,,,490191025-275
462,6384786,25.02.2021dne00:23,"
doprodaje",69-krat,"

258.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",,,,2-sobno,,,2009,,,,,2,,,490191025-277
463,6384784,25.02.2021dne00:23,"
doprodaje",34-krat,"

426.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",,,,5-sobno,,,2009,,,,,2,,,490191025-273
464,6384782,25.02.2021dne00:23,"
doprodaje",93-krat,"

173.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",,,,1-sobno,,,2009,,,,,1,,,490191025-279
465,6384780,25.02.2021dne00:23,"
doprodaje",40-krat,"

348.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",,,,4-sobno,,,2009,,,,,2,,,490191025-276
466,6384777,25.02.2021dne00:23,"
doprodaje",87-krat,"

164.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",,,,1-sobno,,,2009,,,,,2,,,490191025-274
467,6384735,25.02.2021dne00:23,"
doprodaje",444-krat,"

98.500 €
",Skupna cena,Prodam,"Osrednjeslovenska, Domžale, Domžale",,,,2-sobno,,,1930,,,,,,,Vrt/dvorišče,490191024-443
468,6384706,25.02.2021dne00:23,"
doprodaje",183-krat,"

215.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",,,,3-sobno,,,1962,,,E (105 - 150 kWh/m2a),,,,,490191004-493
469,6384690,25.02.2021dne00:23,"
doprodaje",154-krat,"

103.000 €
",Skupna cena,Prodam,"Podravska, Ptuj, Ptuj",,,2,3-sobno,,,1634,,,EI ni potrebna (334. člen EZ-1),,,,,490151040-16
470,6384647,25.02.2021dne00:22,"
doprodaje",106-krat,"

69.900 €
",Skupna cena,Prodam,"Podravska, Ormož, Ormož",,,,3-sobno,,,1982,,,,,,,,490151034-163
471,6384516,25.02.2021dne00:22,"
doprodaje",272-krat,"

113.000 €
",Skupna cena,Prodam,"Podravska, Ptuj, Ptuj",,,,2-sobno,,,1961,,,D (60 - 105 kWh/m2a),,,,,490151007-382
472,6384409,25.02.2021dne00:22,"
doprodaje",256-krat,"

85.000 €
",Skupna cena,Prodam,"Podravska, Ptuj, Ptuj",,,2,3-sobno,,,1924,,,,,,,,490151007-423
473,6384405,25.02.2021dne00:22,"
doprodaje",67-krat,"

92.000 €
",Skupna cena,Prodam,"Podravska, Ormož, Ormož",,,,4-sobno,,,2008,,,,,,,,490151007-389
474,6384368,25.02.2021dne00:22,"
doprodaje",103-krat,"

100.000 €
",Skupna cena,Prodam,"Podravska, Ptuj, Ptuj",,,2,3-sobno,,,1820,,,,,,,,490151007-428
475,6384366,25.02.2021dne00:22,"
doprodaje",497-krat,"

89.000 €
",Skupna cena,Prodam,"Podravska, Ptuj, Ptuj",,2.,,2-sobno,,,1828,,,,,,,,490151007-432
476,6384364,25.02.2021dne00:22,"
doprodaje",271-krat,"

103.974 €
",Skupna cena,Prodam,"Podravska, Ptuj, Ptuj",,Penthouse,2,3-sobno,,,2016,,,,,2,,,490151007-406
477,6384359,25.02.2021dne00:22,"
doprodaje",203-krat,"

90.000 €
",Skupna cena,Prodam,"Podravska, Ptuj, Ptuj",,,,3-sobno,,,1996,,,,,,,,490151007-429
478,6384357,25.02.2021dne00:22,"
doprodaje",161-krat,"

75.000 €
",Skupna cena,Prodam,"Podravska, Ptuj, Ptuj",,,,3-sobno,,,1969,,,,,,,,490151001-943
479,6384233,25.02.2021dne00:21,"
doprodaje",357-krat,"

169.000 €
",Skupna cena,Prodam,"Obalno-kraška, Koper, Koper",,,,3-sobno,,,1964,,,E (105 - 150 kWh/m2a),,,,,490111023-60
480,6384223,25.02.2021dne00:21,"
doprodaje",119-krat,"

285.000 €
",Skupna cena,Prodam,"Obalno-kraška, Koper, Ankaran",,,,3-sobno,,,1985,,,F (150 - 210 kWh/m2a),,,,,490111023-19
481,6384181,25.02.2021dne00:21,"
doprodaje",83-krat,"

466.000 €
",Skupna cena,Prodam,"Obalno-kraška, Piran, Piran",,,,3-sobno,,,2005,,,,,,,,490111023-57
482,6384179,25.02.2021dne00:21,"
doprodaje",81-krat,"

450.000 €
",Skupna cena,Prodam,"Gorenjska, Kranj, Kranj",,,,4-sobno,,,2008,,,,,,,,490111023-53
483,6384175,25.02.2021dne00:21,"
doprodaje",336-krat,"

114.000 €
",Skupna cena,Prodam,"Obalno-kraška, Koper, Ankaran",,,,2-sobno,,,1910,,,,,,,,490111023-14
484,6384173,25.02.2021dne00:21,"
doprodaje",186-krat,"

230.000 €
",Skupna cena,Prodam,"Obalno-kraška, Koper, Koper",,2.,,4-sobno,,,1640,,,,,,,,490111022-11
485,6384167,25.02.2021dne00:21,"
doprodaje",315-krat,"

235.000 €
",Skupna cena,Prodam,"Obalno-kraška, Koper, Koper",,,,1-sobno,,,1960,,,,,,,Vrt/dvorišče,490111021-5
486,6384143,25.02.2021dne00:21,"
doprodaje",539-krat,"

125.000 €
",Skupna cena,Prodam,"Obalno-kraška, Izola, Izola",,,4,1-sobno,,,1969,,,,,,,,490111019-105
487,6384138,25.02.2021dne00:21,"
doprodaje",403-krat,"

165.000 €
",Skupna cena,Prodam,"Obalno-kraška, Piran, Portorož",,,,2-sobno,,,1980,,,,,1,,,490111019-108
488,6384080,25.02.2021dne00:21,"
doprodaje",174-krat,"

251.440 €
",Skupna cena,Prodam,"Obalno-kraška, Koper, Koper",,,,2-sobno,,,2010,,,B1 (15 - 25 kWh/m2a),,2,,,490111013-24
489,6383957,25.02.2021dne00:18,"
doprodaje",41-krat,"

332.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, Črnuče",V večstanovanjski stavbi,,3,3-sobno,"81,30 m²","142,60 m²",2005,,Popolnoma opremljeno,,Menjava za drugo nepremičnino ni možna,1,"Balkon, Zaprt balkon",,101210-64
490,6383847,25.02.2021dne00:13,"
doprodaje",89-krat,"

780.000 €
",Skupna cena,Prodam,"Obalno-kraška, Izola, Izola",,,,,"302,30 m²",,2005,,,,,,,,
491,1454333,24.02.2021dne22:59,"
12dni,2h,35min.
",587-krat,"

230.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Šibensko-kninska, Murter",V večstanovanjski stavbi,3.,,3-sobno,"94,00 m²",,1999,2015,,C (51 do 100 kWh/m2a) - HR,,,"Zaprt balkon, Terasa",,
492,6382160,24.02.2021dne16:16,"
doprodaje",306-krat,"

0 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Vodmat",,4.,4,"2,5-sobno","56,40 m²",,1962,2015,,C (35 - 60 kWh/m2a),,,,,R54
493,6382123,24.02.2021dne16:03,"
doprodaje",101-krat,"

392.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Koseze",V večstanovanjski stavbi,Pritličje,4,3-sobno,"173,00 m²",,1974,2020,,EI v izdelavi,,,,,L212
494,6382047,24.02.2021dne15:35,"
11dni,19h,11min.
",102-krat,"

230.000 €
",Skupna cena,Prodam,"Obalno-kraška, Koper, Koper",V večstanovanjski stavbi,1.,1,"4,5-sobno","116,24 m²","90,00 m²",1890,1980,Potrebno obnove,EI ni potrebna (334. člen EZ-1),Možna menjava za drugo nepremičnino,1,"Balkon, Terasa",Vrt/dvorišče,
